"C0000100","C0000200","C0005300","C0005400","C0005700","C0579900","C0580000","C0580100","C0799400","C0799500","C0799600","C0998600","C0998700","C0998800","C1198600","C1198700","C1198800","C1507600","C1507700","C1507800","C1564500","C1564600","C1564700","C1799900","C1800000","C1800100","C2503500","C2503600","C2503700","C2532000","C2532100","C2532200","C2802800","C2802900","C2803000","C3111300","C3111400","C3111500","C3615000","C3615100","C3615200","C3993600","C3993700","C3993800"
394803,3948,2,1,1981,-7,-7,-7,12,11,82,26,15,84,48,59,103,50,45,98,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
394804,3948,2,1,1988,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,10,17,86,14,9,80,27,9,80,44,28,91,52,40,96,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
395201,3952,2,2,1982,-7,-7,-7,16,69,107,25,39,96,48,75,110,52,61,104,46,24,89,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
395202,3952,2,1,1979,39,90,119,47,75,110,44,29,92,62,67,107,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
395301,3953,2,1,1983,-7,-7,-7,-7,-7,-7,32,85,116,47,88,118,49,68,107,53,55,102,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
395302,3953,2,1,1987,-7,-7,-7,-7,-7,-7,-7,-7,-7,11,39,96,26,56,102,40,51,100,54,77,111,51,44,98,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
395303,3953,2,1,1991,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,6,9,80,18,46,98,41,55,102,45,43,97,62,72,109,-7,-7,-7,-7,-7,-7,-7,-7,-7
395304,3953,2,1,1993,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,22,49,100,41,55,102,48,56,102,58,65,106,-7,-7,-7,-7,-7,-7
396001,3960,2,1,1992,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,11,16,85,37,61,104,53,80,113,53,55,102,63,63,105,-7,-7,-7,-7,-7,-7
396201,3962,3,2,1982,-7,-7,-7,11,13,83,26,23,89,40,21,88,41,14,84,46,21,88,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
396202,3962,3,2,1983,-7,-7,-7,12,52,101,16,24,89,18,3,72,35,7,78,30,2,69,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
396203,3962,3,2,1986,-7,-7,-7,-7,-7,-7,-7,-7,-7,7,4,74,17,17,86,35,24,89,38,9,80,34,2,69,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
396204,3962,3,1,1989,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,18,53,101,40,64,105,44,39,96,43,18,86,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
396401,3964,3,2,1985,-7,-7,-7,-7,-7,-7,12,52,101,22,57,103,49,87,117,59,90,119,59,67,107,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
396402,3964,3,1,1987,-7,-7,-7,-7,-7,-7,-7,-7,-7,18,91,120,38,84,115,50,89,118,54,74,110,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
396901,3969,3,2,1994,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,15,39,96,34,46,98,45,50,100,48,42,97,52,37,95,-7,-7,-7
396902,3969,3,1,1999,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,14,83,114,22,57,103,48,88,118,59,90,119
397001,3970,3,2,1987,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,25,68,107,35,49,100,47,55,102,51,49,100,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
397002,3970,3,1,1990,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,17,65,106,27,33,93,55,86,116,49,48,99,59,52,101,-7,-7,-7,-7,-7,-7,-7,-7,-7
397003,3970,3,1,1993,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,77,111,36,44,98,48,59,103,45,27,91,-7,-7,-7,-7,-7,-7
397201,3972,3,1,1987,-7,-7,-7,-7,-7,-7,-7,-7,-7,15,79,112,43,92,121,59,98,131,58,86,116,62,72,109,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
397202,3972,3,1,1990,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,23,77,111,53,97,128,52,79,112,71,96,126,74,93,122,-7,-7,-7,-7,-7,-7,-7,-7,-7
397203,3972,3,1,1992,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,14,55,102,44,90,119,60,96,126,65,92,121,74,95,125,-7,-7,-7,-7,-7,-7
397501,3975,2,1,1978,13,11,82,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
397502,3975,2,1,1979,12,19,87,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
397503,3975,2,2,1981,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,61,64,105,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
397504,3975,2,2,1984,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,49,75,110,49,51,100,65,77,111,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
397701,3977,2,1,1980,11,39,96,24,36,95,40,34,94,44,29,92,47,27,91,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
397702,3977,2,1,2008,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
397801,3978,2,2,1989,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,11,39,96,24,56,102,-3,-3,-3,55,77,111,49,41,97,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
398201,3982,3,1,1979,16,38,95,43,59,103,52,68,107,50,44,98,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
398202,3982,3,2,1981,-7,-7,-7,20,44,98,34,32,93,47,52,101,54,55,102,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
398203,3982,3,2,1985,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,42,60,104,37,10,81,56,60,104,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
398204,3982,3,2,1986,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,25,33,93,40,30,92,43,24,89,49,31,93,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
398301,3983,3,2,1985,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
398302,3983,3,2,1989,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
398601,3986,3,1,1978,26,50,100,45,63,105,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
398602,3986,3,1,1993,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,46,78,112,-7,-7,-7,-3,-3,-3,-7,-7,-7,-7,-7,-7
398801,3988,2,2,1979,23,68,107,43,65,106,47,52,101,64,80,113,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
398802,3988,2,1,1982,-7,-7,-7,18,62,105,22,18,86,32,8,79,43,21,88,46,21,88,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
399101,3991,3,2,1982,-7,-7,-7,15,46,98,37,61,104,-7,-7,-7,42,16,85,48,27,91,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
399102,3991,3,1,1988,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
399201,3992,3,1,1973,47,36,95,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
399301,3993,3,1,1977,21,16,85,46,50,100,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
399302,3993,3,2,1978,26,56,102,49,78,112,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
399303,3993,3,1,1983,-7,-7,-7,7,6,77,-7,-7,-7,-7,-7,-7,42,22,88,43,17,86,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
399501,3995,2,1,1979,22,64,105,48,88,118,56,84,115,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
399502,3995,2,2,1983,-7,-7,-7,12,52,101,32,79,112,55,94,123,49,60,104,68,93,122,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
399503,3995,2,2,1985,-7,-7,-7,-7,-7,-7,8,10,81,30,63,105,42,54,102,54,77,111,48,37,95,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
399601,3996,2,1,1984,-7,-7,-7,-7,-7,-7,13,47,99,21,32,93,-7,-7,-7,42,20,87,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
399602,3996,2,2,1989,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,24,71,108,-3,-3,-3,-3,-3,-3,59,67,107,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
399801,3998,3,1,1982,-7,-7,-7,20,60,104,33,43,97,56,87,117,64,84,115,62,61,104,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
400101,4001,3,2,1990,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,15,63,105,45,93,122,56,93,122,64,89,118,63,69,107,-7,-7,-7,-7,-7,-7,-7,-7,-7
400102,4001,3,1,1992,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,24,99,135,51,98,131,62,98,131,63,89,118,82,99,135,-7,-7,-7,-7,-7,-7
400201,4002,3,1,1990,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,22,64,105,35,56,102,47,59,103,56,62,105,59,51,100,-7,-7,-7,-7,-7,-7,-7,-7,-7
400202,4002,3,2,1991,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,29,79,112,47,86,116,55,79,112,68,93,122,-7,-7,-7,-7,-7,-7,-7,-7,-7
400301,4003,3,1,1977,-7,-7,-7,-3,-3,-3,-3,-3,-3,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
400302,4003,3,2,1980,-7,-7,-7,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
400501,4005,2,1,1980,11,19,87,29,32,93,48,64,105,46,33,93,52,35,94,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
400502,4005,2,1,1981,-7,-7,-7,11,13,83,25,16,85,45,46,98,46,31,93,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
400503,4005,2,2,1983,-7,-7,-7,15,73,109,32,62,105,44,56,102,50,55,102,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
400701,4007,2,1,1980,11,32,93,24,36,95,39,31,93,48,45,98,45,20,87,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
400702,4007,2,2,1985,-7,-7,-7,-7,-7,-7,19,93,122,29,66,106,42,60,104,57,84,115,59,65,106,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
401201,4012,3,1,1982,-7,-7,-7,14,45,98,25,26,90,40,30,92,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
401202,4012,3,1,1984,-7,-7,-7,-7,-7,-7,26,92,121,28,44,98,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
401501,4015,2,2,1982,-7,-7,-7,13,47,99,21,27,91,22,4,74,45,36,95,43,14,84,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
401502,4015,2,2,1985,-7,-7,-7,-7,-7,-7,10,26,90,15,26,90,26,11,82,34,6,77,51,47,99,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
401503,4015,2,1,1987,-7,-7,-7,-7,-7,-7,-7,-7,-7,8,10,81,14,11,82,36,32,93,42,22,88,43,15,84,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
401601,4016,2,2,1975,-3,-3,-3,45,26,90,60,53,101,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
401602,4016,2,1,1978,-3,-3,-3,43,37,95,48,40,96,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
401901,4019,3,2,1989,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,12,52,101,40,88,118,-3,-3,-3,67,96,126,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
401902,4019,3,1,1997,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3,-3,-3,42,88,118,55,93,122,64,91,120,65,79,112
402101,4021,2,1,1982,-7,-7,-7,14,55,102,23,33,93,33,17,86,44,29,92,54,47,99,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
402301,4023,3,1,1995,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,15,91,120,27,67,107,47,81,113,68,98,131,73,98,131,-7,-7,-7
402302,4023,3,1,2001,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,12,52,101,27,60,104,58,97,128
402401,4024,3,1,1972,-3,-3,-3,61,50,100,59,38,95,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
402402,4024,3,1,1977,44,70,108,52,68,107,59,61,104,67,73,109,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
402403,4024,3,1,1979,12,11,82,40,51,100,42,24,89,43,15,84,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
402601,4026,3,1,1993,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,19,41,97,25,12,82,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
402602,4026,3,2,1996,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,14,39,96,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
402603,4026,3,1,1998,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
402801,4028,3,2,1982,-7,-7,-7,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
402802,4028,3,2,1984,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
402803,4028,3,1,1987,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3,-3,-3,27,60,104,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
403301,4033,3,2,1996,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,34,91,120,55,98,131,69,99,135,62,79,112,64,69,107
403302,4033,3,1,1997,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,24,71,108,47,88,118,56,87,117,65,87,117
403501,4035,3,2,1993,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,17,86,21,39,96,46,71,108,51,61,104,46,24,89,-7,-7,-7,-7,-7,-7
403502,4035,3,1,1995,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,21,55,102,35,41,97,54,79,112,57,63,105,-7,-7,-7
403701,4037,3,1,1988,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,21,86,116,42,85,116,43,54,102,50,55,102,52,38,95,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
403801,4038,3,2,1983,-7,-7,-7,-7,-7,-7,24,56,102,34,39,96,49,63,105,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
403802,4038,3,2,1986,-7,-7,-7,-7,-7,-7,-7,-7,-7,10,17,86,21,27,91,-7,-7,-7,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
404001,4040,3,1,1990,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3,-3,-3,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
404002,4040,3,2,1995,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
404101,4041,3,1,1978,24,42,97,26,6,77,37,8,79,50,35,94,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
404102,4041,3,1,1980,17,57,103,42,73,109,56,87,117,55,60,104,47,21,88,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
404103,4041,3,1,1985,-7,-7,-7,-7,-7,-7,-7,-7,-7,19,49,100,46,86,116,55,85,116,52,52,101,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
404501,4045,3,1,1981,-7,-7,-7,20,44,98,36,38,95,52,71,108,55,55,102,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
404502,4045,3,1,1986,-7,-7,-7,-7,-7,-7,-7,-7,-7,14,45,98,37,61,104,40,34,94,50,55,102,48,27,91,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
404503,4045,3,2,1991,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,77,111,44,70,108,49,60,104,57,63,105,-7,-7,-7,-7,-7,-7,-7,-7,-7
404901,4049,3,2,1981,-7,-7,-7,27,67,107,-7,-7,-7,48,56,102,57,61,104,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
404902,4049,3,2,1983,-7,-7,-7,-7,-7,-7,-7,-7,-7,30,29,92,46,50,100,61,73,109,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
404903,4049,3,2,1990,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,21,80,113,25,33,93,58,94,123,57,69,107,54,41,97,-7,-7,-7,-7,-7,-7,-7,-7,-7
404904,4049,3,2,1992,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,19,73,109,31,52,101,54,85,116,64,88,118,61,58,103,-7,-7,-7,-7,-7,-7
405001,4050,3,2,1984,-7,-7,-7,-7,-7,-7,17,65,106,38,70,108,50,78,112,59,79,112,61,61,104,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
405002,4050,3,2,1989,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,11,39,96,38,89,118,47,81,113,61,89,118,67,86,116,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
405003,4050,3,2,1995,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,11,53,101,20,44,98,42,67,107,47,55,102,-7,-7,-7,-7,-7,-7
405101,4051,3,1,1984,-7,-7,-7,-7,-7,-7,20,92,121,42,88,118,60,98,131,66,95,125,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
405102,4051,3,1,1990,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,18,79,112,-3,-3,-3,61,96,126,51,56,102,68,86,116,-7,-7,-7,-7,-7,-7,-7,-7,-7
405103,4051,3,2,1992,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3,-3,-3,43,88,118,68,99,135,64,91,120,81,99,135,-7,-7,-7,-7,-7,-7
405701,4057,3,1,1990,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,12,52,101,33,75,110,56,95,125,53,66,106,71,92,121,-7,-7,-7,-7,-7,-7,-7,-7,-7
405702,4057,3,1,1994,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,16,80,113,41,82,114,56,93,122,62,87,117,-3,-3,-3,-7,-7,-7
405703,4057,3,2,1998,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,27,88,118,43,85,116,-3,-3,-3,-3,-3,-3
406001,4060,3,2,1983,-7,-7,-7,-7,-7,-7,28,70,108,49,90,119,57,84,115,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
406002,4060,3,2,1985,-7,-7,-7,-7,-7,-7,20,95,125,48,98,131,53,94,123,-7,-7,-7,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
406501,4065,3,2,1989,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
